age,workclass,fnlgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
37,Without-pay,584437,Doctorate,10,Never-married,Priv-house-serv,Unmarried,Amer-Indian-Eskimo,Female,0,0,84,Canada,<=50K
18,Without-pay,115919,1st-4th,14,Widowed,Other-service,Unmarried,Other,Female,0,0,11,England,<=50K
56,Without-pay,257728,7th-8th,9,Married-spouse-absent,Tech-support,Own-child,White,Female,58451,2905,58,United-States,>50K
77,Private,156652,Some-college,6,Married-spouse-absent,Tech-support,Unmarried,Other,Male,0,1805,89,Canada,<=50K
73,Private,934820,1st-4th,14,Widowed,Machine-op-inspct,Other-relative,Black,Male,32038,0,63,Cambodia,>50K
31,Local-gov,1241453,Assoc-acdm,7,Divorced,Armed-Forces,Wife,White,Male,0,0,7,Puerto-Rico,<=50K
66,Never-worked,1495662,HS-grad,2,Married-spouse-absent,Transport-moving,Unmarried,Other,Male,0,1797,31,Puerto-Rico,<=50K
37,Local-gov,1330963,11th,3,Married-civ-spouse,Farming-fishing,Other-relative,Black,Male,0,4148,61,Cuba,<=50K
21,Never-worked,262201,Prof-school,11,Never-married,Sales,Other-relative,White,Male,86437,1337,36,Japan,>50K
21,Private,284512,7th-8th,9,Married-AF-spouse,Armed-Forces,Husband,Black,Female,0,160,38,Puerto-Rico,<=50K
41,Without-pay,302524,10th,13,Married-civ-spouse,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,2,United-States,>50K
22,Self-emp-not-inc,1367408,Prof-school,11,Never-married,Transport-moving,Husband,Black,Male,0,1800,36,Philippines,<=50K
63,Self-emp-inc,1251314,Doctorate,10,Married-spouse-absent,Priv-house-serv,Other-relative,White,Male,0,0,32,England,<=50K
19,State-gov,1065244,Some-college,6,Widowed,Machine-op-inspct,Husband,Other,Male,0,4336,98,England,<=50K
26,Without-pay,784000,Assoc-voc,8,Divorced,Craft-repair,Other-relative,Black,Male,97136,3425,98,Germany,>50K
76,Private,1039768,10th,13,Never-married,Craft-repair,Own-child,White,Male,0,0,51,India,>50K
54,State-gov,861794,Preschool,15,Never-married,Protective-serv,Husband,Other,Male,68494,0,61,Germany,>50K
70,Never-worked,1061433,Some-college,6,Married-spouse-absent,Priv-house-serv,Husband,White,Female,75494,2237,8,Japan,<=50K
54,State-gov,743303,Prof-school,11,Separated,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,0,0,31,Canada,<=50K
67,Self-emp-inc,1270133,7th-8th,9,Separated,Transport-moving,Wife,White,Female,0,0,68,Mexico,<=50K
42,Local-gov,782750,Masters,4,Married-spouse-absent,Prof-specialty,Other-relative,Black,Female,0,0,61,India,<=50K
24,Never-worked,1312499,Masters,4,Married-AF-spouse,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Female,0,1642,33,India,<=50K
63,Local-gov,235838,9th,5,Separated,Craft-repair,Unmarried,Other,Male,0,0,95,Mexico,>50K
89,Without-pay,1297036,Prof-school,11,Married-civ-spouse,Tech-support,Unmarried,Asian-Pac-Islander,Female,0,3575,57,Japan,<=50K
49,Local-gov,1404611,7th-8th,9,Divorced,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Female,0,0,98,Japan,<=50K
41,Self-emp-inc,1241479,Doctorate,10,Separated,Transport-moving,Wife,White,Female,0,0,29,India,<=50K
51,Self-emp-not-inc,126201,HS-grad,2,Divorced,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,97,Puerto-Rico,<=50K
39,Self-emp-not-inc,344565,Masters,4,Separated,Transport-moving,Other-relative,Black,Female,0,0,26,Germany,<=50K
71,Without-pay,1441687,11th,3,Married-civ-spouse,Craft-repair,Unmarried,Black,Male,0,2333,52,United-States,<=50K
73,Self-emp-inc,185506,5th-6th,12,Married-civ-spouse,Priv-house-serv,Husband,Amer-Indian-Eskimo,Male,0,0,3,Japan,<=50K
74,Without-pay,1238718,11th,3,Separated,Sales,Unmarried,Amer-Indian-Eskimo,Male,0,0,76,Cambodia,<=50K
87,Local-gov,167938,5th-6th,12,Separated,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,0,0,79,Philippines,>50K
75,Without-pay,372804,10th,13,Never-married,Machine-op-inspct,Husband,Other,Female,0,0,31,India,<=50K
29,Local-gov,1231266,Assoc-voc,8,Married-spouse-absent,Priv-house-serv,Not-in-family,Black,Female,0,0,25,Philippines,<=50K
60,Self-emp-not-inc,153195,9th,5,Divorced,Sales,Not-in-family,White,Female,0,0,95,Philippines,<=50K
67,State-gov,896352,Masters,4,Married-spouse-absent,Other-service,Husband,Black,Male,0,0,6,Germany,<=50K
55,Self-emp-inc,1159706,Prof-school,11,Widowed,Protective-serv,Husband,Asian-Pac-Islander,Female,0,0,52,Canada,<=50K
63,Without-pay,824525,Masters,4,Married-civ-spouse,Craft-repair,Husband,Other,Female,30885,0,16,Cuba,<=50K
28,Self-emp-inc,1454495,Assoc-voc,8,Widowed,Sales,Own-child,White,Male,0,0,60,Mexico,>50K
45,Federal-gov,81645,9th,5,Married-spouse-absent,Machine-op-inspct,Husband,Black,Female,0,0,75,Puerto-Rico,<=50K
77,Self-emp-not-inc,31850,Some-college,6,Widowed,Protective-serv,Not-in-family,White,Male,25188,0,62,Japan,>50K
43,Local-gov,75573,Prof-school,11,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,68,Japan,>50K
51,Never-worked,1468329,12th,16,Widowed,Craft-repair,Husband,Other,Male,93630,275,36,Philippines,>50K
50,Private,188860,7th-8th,9,Widowed,Machine-op-inspct,Not-in-family,White,Male,0,0,65,Cuba,<=50K
44,Without-pay,154320,1st-4th,14,Married-AF-spouse,Prof-specialty,Other-relative,Black,Male,0,0,53,Cambodia,>50K
21,Never-worked,244741,5th-6th,12,Separated,Priv-house-serv,Not-in-family,Other,Male,0,0,88,Mexico,<=50K
63,Never-worked,203022,11th,3,Married-spouse-absent,Craft-repair,Unmarried,Other,Female,0,2474,21,Cambodia,<=50K
43,Private,690505,Assoc-acdm,7,Divorced,Craft-repair,Own-child,White,Male,0,0,90,Cambodia,>50K
71,Self-emp-not-inc,1237426,9th,5,Never-married,Prof-specialty,Husband,Other,Female,75068,3576,77,Germany,>50K
45,Without-pay,596414,Assoc-voc,8,Widowed,Craft-repair,Own-child,Asian-Pac-Islander,Female,0,0,54,United-States,<=50K
73,Self-emp-not-inc,403697,1st-4th,14,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,1031,11,Philippines,>50K
63,Never-worked,611877,5th-6th,12,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,Male,33241,0,48,Mexico,<=50K
18,Self-emp-inc,890795,Masters,4,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,0,0,11,Mexico,<=50K
55,State-gov,943254,HS-grad,2,Widowed,Prof-specialty,Unmarried,White,Female,0,0,4,Cambodia,<=50K
65,Private,1414269,Doctorate,10,Married-civ-spouse,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Female,0,0,4,Mexico,<=50K
21,Private,185323,Prof-school,11,Married-civ-spouse,Adm-clerical,Wife,Other,Female,0,0,7,United-States,<=50K
18,State-gov,581061,7th-8th,9,Married-civ-spouse,Machine-op-inspct,Not-in-family,Other,Female,54737,1176,71,Canada,>50K
87,Self-emp-not-inc,1469903,Preschool,15,Married-civ-spouse,Craft-repair,Wife,Asian-Pac-Islander,Male,0,0,38,Germany,>50K
31,Never-worked,842923,9th,5,Never-married,Craft-repair,Other-relative,Amer-Indian-Eskimo,Female,0,2322,46,United-States,<=50K
21,Local-gov,554203,Masters,4,Married-civ-spouse,Farming-fishing,Own-child,Asian-Pac-Islander,Male,0,0,25,Cuba,<=50K
86,Local-gov,68965,Bachelors,1,Married-civ-spouse,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,0,27,Puerto-Rico,<=50K
35,Self-emp-inc,1435850,1st-4th,14,Widowed,Other-service,Unmarried,White,Female,0,824,16,Mexico,<=50K
50,State-gov,407182,HS-grad,2,Widowed,Farming-fishing,Not-in-family,Asian-Pac-Islander,Male,0,3194,81,Mexico,<=50K
75,Self-emp-inc,1084791,10th,13,Divorced,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,0,0,45,Germany,>50K
36,Private,462103,Bachelors,1,Married-AF-spouse,Other-service,Other-relative,White,Male,0,0,28,Philippines,<=50K
64,State-gov,908493,1st-4th,14,Married-spouse-absent,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Female,0,0,42,India,<=50K
74,Federal-gov,1178030,Assoc-acdm,7,Never-married,Sales,Unmarried,Amer-Indian-Eskimo,Male,0,0,98,Canada,>50K
19,Never-worked,797390,Bachelors,1,Never-married,Priv-house-serv,Not-in-family,Other,Male,0,0,71,Cambodia,<=50K
68,Local-gov,1174926,9th,5,Widowed,Tech-support,Unmarried,Asian-Pac-Islander,Female,0,0,76,United-States,>50K
47,Federal-gov,1184869,HS-grad,2,Widowed,Other-service,Unmarried,Amer-Indian-Eskimo,Male,0,0,49,Puerto-Rico,<=50K
52,Self-emp-not-inc,441305,7th-8th,9,Divorced,Priv-house-serv,Other-relative,Asian-Pac-Islander,Female,0,0,15,Philippines,<=50K
19,Federal-gov,1127974,7th-8th,9,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,0,0,53,Puerto-Rico,>50K
44,Self-emp-not-inc,815291,5th-6th,12,Separated,Prof-specialty,Husband,Black,Female,0,0,56,Germany,>50K
25,Without-pay,734487,Prof-school,11,Divorced,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,0,3954,49,Cuba,>50K
76,Self-emp-not-inc,664378,1st-4th,14,Never-married,Craft-repair,Wife,Other,Female,0,371,49,India,>50K
63,Private,275773,12th,16,Never-married,Tech-support,Own-child,Other,Female,0,0,92,India,>50K
42,Local-gov,366976,12th,16,Never-married,Other-service,Other-relative,White,Female,0,0,29,Cuba,<=50K
84,Never-worked,980518,Doctorate,10,Married-spouse-absent,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,0,0,14,Japan,<=50K
49,State-gov,1083986,Bachelors,1,Separated,Prof-specialty,Unmarried,White,Female,15684,0,17,United-States,>50K
50,Private,341281,1st-4th,14,Widowed,Adm-clerical,Other-relative,White,Female,0,0,21,Japan,<=50K
30,State-gov,640369,Prof-school,11,Married-civ-spouse,Prof-specialty,Other-relative,Other,Female,0,0,98,Philippines,>50K
57,Without-pay,762941,Masters,4,Divorced,Armed-Forces,Own-child,Asian-Pac-Islander,Female,0,3134,91,Philippines,<=50K
86,Never-worked,968923,Preschool,15,Married-civ-spouse,Craft-repair,Other-relative,Asian-Pac-Islander,Male,0,0,43,Cuba,>50K
31,Never-worked,755368,1st-4th,14,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,72252,0,68,Canada,>50K
21,Self-emp-inc,64735,1st-4th,14,Widowed,Protective-serv,Wife,Asian-Pac-Islander,Male,4143,0,14,Japan,<=50K
53,Private,802871,Bachelors,1,Never-married,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Male,60032,0,38,Mexico,<=50K
37,Private,917671,1st-4th,14,Widowed,Prof-specialty,Own-child,Black,Male,0,0,7,England,<=50K
48,Private,1436927,Assoc-voc,8,Divorced,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,74626,0,42,India,>50K
50,Self-emp-not-inc,880759,Some-college,6,Widowed,Machine-op-inspct,Unmarried,Black,Male,9297,0,41,Puerto-Rico,>50K
63,Never-worked,1432600,Preschool,15,Never-married,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,68880,0,91,Cambodia,>50K
45,Federal-gov,1175132,10th,13,Divorced,Protective-serv,Husband,Asian-Pac-Islander,Female,42091,0,82,Germany,>50K
42,Self-emp-not-inc,963437,Doctorate,10,Married-AF-spouse,Machine-op-inspct,Husband,White,Male,86919,0,43,England,>50K
45,Local-gov,193539,Masters,4,Widowed,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Female,31205,0,83,Puerto-Rico,>50K
31,Self-emp-inc,452578,Prof-school,11,Widowed,Protective-serv,Own-child,Asian-Pac-Islander,Male,0,0,86,Canada,>50K
48,Without-pay,922035,Prof-school,11,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0,4007,39,England,<=50K
26,Local-gov,943519,Assoc-acdm,7,Married-AF-spouse,Exec-managerial,Own-child,White,Female,0,0,78,Germany,<=50K
18,Local-gov,814685,11th,3,Married-spouse-absent,Protective-serv,Wife,Asian-Pac-Islander,Female,0,0,15,England,<=50K
69,State-gov,1443774,HS-grad,2,Married-civ-spouse,Other-service,Husband,Other,Female,0,0,75,Germany,>50K
52,Never-worked,786410,Assoc-acdm,7,Separated,Armed-Forces,Wife,White,Female,0,520,61,Japan,<=50K
41,Local-gov,797396,HS-grad,2,Widowed,Farming-fishing,Husband,Other,Female,8014,0,12,England,<=50K
26,Federal-gov,1391858,Assoc-acdm,7,Married-civ-spouse,Protective-serv,Husband,Amer-Indian-Eskimo,Female,0,2584,52,India,<=50K
45,Private,766277,Prof-school,11,Married-AF-spouse,Exec-managerial,Unmarried,Black,Female,0,0,90,India,>50K
75,Without-pay,1280305,1st-4th,14,Divorced,Tech-support,Wife,Asian-Pac-Islander,Male,0,0,36,Mexico,>50K
38,Private,435559,HS-grad,2,Married-AF-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Female,66728,0,47,Cambodia,>50K
76,Local-gov,148166,5th-6th,12,Widowed,Protective-serv,Own-child,White,Male,0,0,5,India,<=50K
79,Self-emp-inc,383289,Assoc-acdm,7,Married-AF-spouse,Transport-moving,Not-in-family,Black,Male,86623,0,60,Mexico,>50K
66,Local-gov,868663,12th,16,Married-civ-spouse,Tech-support,Wife,Black,Male,0,0,42,Puerto-Rico,<=50K
72,Private,704288,5th-6th,12,Married-AF-spouse,Protective-serv,Other-relative,Other,Female,0,3870,25,United-States,<=50K
50,Private,414963,Prof-school,11,Married-AF-spouse,Prof-specialty,Own-child,Other,Male,33210,0,32,Philippines,>50K
17,State-gov,669661,HS-grad,2,Divorced,Handlers-cleaners,Own-child,Asian-Pac-Islander,Female,0,0,33,England,<=50K
55,Never-worked,1379499,Doctorate,10,Married-spouse-absent,Other-service,Wife,Black,Male,0,0,88,India,<=50K
74,Private,232883,10th,13,Married-spouse-absent,Other-service,Own-child,Other,Female,0,0,72,Philippines,>50K
72,Self-emp-not-inc,518571,Prof-school,11,Never-married,Tech-support,Unmarried,Asian-Pac-Islander,Female,0,0,10,Puerto-Rico,<=50K
89,Self-emp-not-inc,462405,11th,3,Divorced,Tech-support,Wife,Amer-Indian-Eskimo,Female,0,0,98,Puerto-Rico,>50K
73,Private,757962,5th-6th,12,Separated,Machine-op-inspct,Own-child,Amer-Indian-Eskimo,Female,0,0,91,Mexico,>50K
82,Self-emp-not-inc,379062,9th,5,Divorced,Protective-serv,Other-relative,Amer-Indian-Eskimo,Male,0,3684,4,United-States,<=50K
20,State-gov,1418687,7th-8th,9,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,8427,0,79,Cambodia,>50K
44,Federal-gov,1282834,11th,3,Widowed,Other-service,Not-in-family,Black,Male,0,0,35,Cambodia,<=50K
55,Never-worked,901729,HS-grad,2,Separated,Armed-Forces,Other-relative,Other,Male,0,0,74,Philippines,<=50K
68,Private,804330,9th,5,Married-AF-spouse,Farming-fishing,Own-child,Other,Female,0,0,44,Cuba,>50K
47,Never-worked,32754,10th,13,Married-AF-spouse,Exec-managerial,Other-relative,Black,Male,0,0,34,Germany,>50K
35,Local-gov,17200,5th-6th,12,Married-civ-spouse,Armed-Forces,Unmarried,Black,Female,0,0,68,Canada,>50K
39,Without-pay,1480510,Assoc-acdm,7,Married-AF-spouse,Transport-moving,Husband,Other,Female,0,0,8,Canada,<=50K
18,Without-pay,182220,7th-8th,9,Married-AF-spouse,Sales,Husband,White,Male,0,0,85,Cambodia,<=50K
56,Private,465179,Masters,4,Married-civ-spouse,Handlers-cleaners,Other-relative,Amer-Indian-Eskimo,Female,0,0,18,Cuba,<=50K
26,Self-emp-inc,624945,5th-6th,12,Divorced,Priv-house-serv,Unmarried,Asian-Pac-Islander,Female,0,0,27,England,<=50K
18,Federal-gov,930918,Bachelors,1,Married-civ-spouse,Other-service,Unmarried,Black,Male,0,0,37,Japan,<=50K
66,Local-gov,101969,Prof-school,11,Widowed,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Female,0,0,12,Cuba,<=50K
40,Without-pay,92609,5th-6th,12,Never-married,Farming-fishing,Wife,Other,Male,0,0,73,India,<=50K
24,Private,119129,HS-grad,2,Never-married,Tech-support,Unmarried,Black,Female,0,0,97,India,<=50K
53,Local-gov,445058,Prof-school,11,Separated,Protective-serv,Husband,White,Male,78518,2361,25,Canada,>50K
41,State-gov,1326694,Assoc-acdm,7,Never-married,Craft-repair,Other-relative,Black,Male,0,3117,80,Cuba,<=50K
22,Self-emp-not-inc,1331290,Assoc-voc,8,Married-spouse-absent,Tech-support,Husband,Asian-Pac-Islander,Female,0,0,63,Japan,<=50K
27,Self-emp-inc,660306,Bachelors,1,Married-AF-spouse,Protective-serv,Not-in-family,White,Female,0,0,87,Germany,<=50K
19,Without-pay,820060,Doctorate,10,Divorced,Exec-managerial,Husband,White,Male,80298,0,45,Germany,>50K
49,Without-pay,99479,Doctorate,10,Divorced,Protective-serv,Unmarried,Black,Female,0,0,34,Germany,<=50K
53,State-gov,863322,HS-grad,2,Separated,Protective-serv,Own-child,Asian-Pac-Islander,Male,48018,0,34,Germany,>50K
53,Federal-gov,260194,Preschool,15,Separated,Machine-op-inspct,Not-in-family,Other,Female,0,0,84,Philippines,>50K
22,State-gov,69106,9th,5,Widowed,Prof-specialty,Unmarried,Other,Male,40572,0,36,Canada,>50K
45,Private,575996,1st-4th,14,Never-married,Prof-specialty,Wife,White,Female,0,0,4,England,>50K
27,Without-pay,119692,9th,5,Widowed,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Male,76079,918,46,Cambodia,<=50K
88,Self-emp-not-inc,33944,Doctorate,10,Married-AF-spouse,Adm-clerical,Own-child,Other,Female,0,0,36,Puerto-Rico,<=50K
72,Private,1440065,Bachelors,1,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Male,0,0,12,Japan,<=50K
18,Federal-gov,415223,11th,3,Married-civ-spouse,Transport-moving,Not-in-family,Black,Female,43833,0,79,Puerto-Rico,>50K
37,Federal-gov,1347280,Preschool,15,Divorced,Armed-Forces,Wife,Asian-Pac-Islander,Male,59410,0,65,Puerto-Rico,>50K
63,Private,1250117,10th,13,Never-married,Handlers-cleaners,Husband,Black,Female,0,0,58,Philippines,<=50K
83,Never-worked,92059,Assoc-voc,8,Separated,Machine-op-inspct,Husband,Black,Female,0,0,50,Japan,<=50K
44,Private,583606,9th,5,Widowed,Adm-clerical,Own-child,White,Male,0,0,45,Japan,<=50K
69,Without-pay,370959,5th-6th,12,Married-spouse-absent,Exec-managerial,Husband,Other,Female,0,0,15,India,>50K
57,Local-gov,1161767,Masters,4,Married-AF-spouse,Other-service,Wife,Amer-Indian-Eskimo,Male,0,0,66,Puerto-Rico,<=50K
78,Federal-gov,43400,Assoc-voc,8,Married-AF-spouse,Sales,Other-relative,Other,Male,8781,0,84,Mexico,>50K
29,State-gov,437259,10th,13,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,837,63,India,>50K
26,Private,49261,Masters,4,Married-AF-spouse,Prof-specialty,Not-in-family,Black,Male,0,0,76,India,>50K
57,State-gov,34283,Some-college,6,Widowed,Protective-serv,Other-relative,Other,Female,74468,0,61,Cambodia,>50K
74,Never-worked,413901,9th,5,Never-married,Protective-serv,Wife,Asian-Pac-Islander,Female,0,1516,88,Philippines,>50K
68,Local-gov,1486009,5th-6th,12,Married-civ-spouse,Transport-moving,Wife,Asian-Pac-Islander,Female,60121,0,22,United-States,>50K
59,Self-emp-not-inc,592028,Assoc-acdm,7,Married-AF-spouse,Exec-managerial,Unmarried,Black,Female,0,0,33,Cambodia,>50K
41,Without-pay,359257,Bachelors,1,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,947,89,Canada,>50K
23,Self-emp-inc,701642,HS-grad,2,Separated,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,66,India,<=50K
66,Federal-gov,856079,7th-8th,9,Never-married,Handlers-cleaners,Wife,Asian-Pac-Islander,Female,0,2178,3,Philippines,<=50K
69,State-gov,1456620,Some-college,6,Married-civ-spouse,Armed-Forces,Wife,Black,Male,0,407,72,Cuba,<=50K
86,Never-worked,645282,5th-6th,12,Widowed,Sales,Other-relative,Other,Female,0,0,32,Cuba,<=50K
72,Self-emp-not-inc,343109,HS-grad,2,Divorced,Craft-repair,Wife,Black,Male,0,0,52,Cuba,<=50K
43,Without-pay,796321,Assoc-acdm,7,Married-spouse-absent,Farming-fishing,Unmarried,Asian-Pac-Islander,Female,0,0,74,Philippines,<=50K
75,Never-worked,995789,10th,13,Never-married,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Male,0,0,8,Mexico,<=50K
81,Never-worked,531790,10th,13,Married-civ-spouse,Farming-fishing,Wife,Asian-Pac-Islander,Male,0,0,78,India,>50K
50,Local-gov,830935,Assoc-acdm,7,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,51613,0,5,Cuba,<=50K
34,Federal-gov,1087929,5th-6th,12,Married-AF-spouse,Adm-clerical,Own-child,Other,Male,0,0,89,Philippines,>50K
64,Private,1313145,Doctorate,10,Divorced,Sales,Other-relative,Black,Female,0,0,95,Canada,<=50K
73,Without-pay,1088619,10th,13,Married-AF-spouse,Transport-moving,Unmarried,Other,Male,89034,0,95,Canada,>50K
81,State-gov,649583,HS-grad,2,Married-spouse-absent,Tech-support,Husband,Asian-Pac-Islander,Female,0,0,24,Cuba,<=50K
43,Self-emp-inc,273452,9th,5,Married-spouse-absent,Adm-clerical,Husband,Asian-Pac-Islander,Male,9589,0,53,Philippines,>50K
55,Local-gov,1217331,11th,3,Separated,Transport-moving,Other-relative,Black,Female,0,3677,29,India,<=50K
18,State-gov,1233218,1st-4th,14,Married-AF-spouse,Other-service,Other-relative,Other,Female,0,0,95,India,<=50K
45,Without-pay,1494119,9th,5,Never-married,Armed-Forces,Not-in-family,White,Male,0,0,56,United-States,<=50K
26,Private,395386,Preschool,15,Married-spouse-absent,Protective-serv,Own-child,Amer-Indian-Eskimo,Male,0,3651,73,Germany,<=50K
81,Without-pay,783113,Assoc-acdm,7,Married-spouse-absent,Prof-specialty,Other-relative,White,Male,0,0,1,Philippines,<=50K
50,Without-pay,1219617,5th-6th,12,Married-civ-spouse,Tech-support,Own-child,White,Male,0,320,96,India,<=50K
45,State-gov,1126105,Bachelors,1,Divorced,Priv-house-serv,Unmarried,Amer-Indian-Eskimo,Female,0,0,4,India,<=50K
89,Local-gov,1469903,7th-8th,9,Married-spouse-absent,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Male,0,0,59,United-States,>50K
65,Local-gov,1475684,9th,5,Married-AF-spouse,Priv-house-serv,Wife,Other,Female,0,0,53,Cambodia,<=50K
62,Self-emp-not-inc,164809,7th-8th,9,Married-spouse-absent,Transport-moving,Own-child,Black,Female,0,0,20,Canada,<=50K
50,Self-emp-not-inc,159243,HS-grad,2,Married-AF-spouse,Armed-Forces,Unmarried,White,Female,0,0,48,Puerto-Rico,<=50K
88,Self-emp-inc,341177,12th,16,Separated,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,0,0,84,Philippines,>50K
85,Local-gov,468532,11th,3,Never-married,Handlers-cleaners,Own-child,Black,Female,0,0,38,Canada,<=50K
76,Never-worked,1082891,11th,3,Separated,Armed-Forces,Husband,Amer-Indian-Eskimo,Female,0,2898,22,India,<=50K
46,Local-gov,383217,9th,5,Married-spouse-absent,Prof-specialty,Husband,Black,Female,45224,0,28,Cuba,>50K
76,Self-emp-inc,1260273,10th,13,Never-married,Priv-house-serv,Unmarried,Asian-Pac-Islander,Male,0,0,74,England,>50K
